i,discounted
1618,35.4205
1619,0.230241
1620,4.07494
1621,10.0851
1622,9.34631
1623,12.924
1624,0
1625,5.51588
1626,5.55972
1627,9.79114
1628,4.46394
1629,23.4868
1630,5.65106
1631,9.45681
1632,0
1633,9.22625
1634,32.7486
1635,4.07271
1636,21.7634
1637,33.1938
1638,36.0446
1639,40.9651
1640,11.3439
1641,13.2603
1642,0
1643,12.9059
1644,27.0216
1645,4.18947
1646,12.3844
1647,0
1648,34.0855
1649,4.21408
1650,0
1651,0
1652,6.53354
1653,11.58
1654,16.7097
1655,18.975
1656,15.474
1657,2.18561
1658,18.9389
1659,32.8651
1660,20.3674
1661,10.3727
1662,9.46631
1663,0
1664,23.0007
1665,55.1956
1666,23.4397
1667,22.1401
1668,5.05426
1669,2.1172
1670,2.27348
1671,25.0555
1672,4.53564
1673,12.4293
1674,4.30912
1675,7.02979
1676,14.8789
1677,0
1678,13.2323
1679,21.8417
1680,2.44808
1681,0
1682,32.892
1683,23.9387
1684,0
1685,28.6919
1686,0
1687,10.1803
1688,30.0065
1689,27.9283
1690,0
1691,13.4301
1692,9.02986
1693,0
1694,0
1695,5.32529
1696,2.62126
1697,7.52059
1698,20.7331
1699,25.2288
1700,8.08065
1701,34.2065
1702,14.6401
1703,0
1704,5.81546
1705,26.3616
1706,14.2063
1707,26.3658
1708,1.56629
1709,0
1710,5.59046
1711,0
1712,5.85536
1713,0
1714,13.5156
1715,14.9869
1716,10.7751
1717,0
1718,18.0172
1719,24.1971
1720,3.84391
1721,5.59382
1722,2.70216
1723,26.9792
1724,25.2008
1725,27.0746
1726,14.3273
1727,33.4216
1728,3.41871
1729,21.3695
1730,18.3701
1731,20.0549
1732,0
1733,0
1734,16.3804
1735,0
1736,13.9267
1737,0
1738,7.41194
1739,3.60902
1740,7.21422
1741,16.7317
1742,0
1743,0
1744,12.1086
1745,17.1455
1746,8.4273
1747,20.0384
1748,14.6389
1749,9.36783
1750,9.59428
1751,0
1752,5.82339
1753,9.18587
1754,13.1617
1755,36.8034
1756,4.76583
1757,7.14974
1758,2.88691
1759,28.7802
1760,10.9861
1761,13.1029
1762,19.8976
1763,21.5463
1764,8.11577
1765,18.0472
1766,14.9725
1767,34.2323
1768,0
1769,15.309
1770,23.7545
1771,6.40698
1772,28.4253
1773,0
1774,26.6418
1775,9.5921
1776,21.0536
1777,0
1778,8.80013
1779,42.4493
1780,12.1735
1781,10.7646
1782,26.2816
1783,0
1784,0.894195
1785,8.59611
1786,12.073
1787,20.1737
1788,0
1789,34.7867
1790,12.7503
1791,27.0993
1792,0
1793,9.87002
1794,0
1795,8.05911
1796,5.5381
1797,14.5452
1798,45.408
1799,25.936
1800,7.90558
1801,11.1171
1802,12.3185
1803,29.7758
1804,5.98675
1805,4.1938
1806,9.19181
1807,10.4348
1808,10.2055
1809,0
1810,21.0068
1811,21.8494
1812,9.40518
1813,21.0265
1814,24.1895
1815,7.83562
1816,0
1817,7.76662
1818,2.57562
1819,8.11573
1820,0
1821,0
1822,7.3237
1823,4.12295
1824,10.6339
1825,19.2692
1826,7.01057
1827,18.8637
1828,16.9867
1829,16.2064
1830,13.9463
1831,18.7467
1832,17.8804
1833,5.15184
1834,21.3844
1835,27.5555
1836,0
1837,10.614
1838,11.5683
1839,20.6225
1840,6.94081
1841,19.4408
1842,9.27297
1843,1.68853
1844,20.0535
1845,21.0484
1846,29.5656
1847,32.8786
1848,4.98728
1849,10.3805
1850,8.3749
1851,37.8538
1852,39.2365
1853,20.0087
1854,5.19613
1855,0
1856,20.3107
1857,13.5608
1858,13.6258
1859,18.3171
1860,40.633
1861,9.32199
1862,1.78963
1863,0
1864,0.698321
1865,16.2416
1866,15.0644
1867,11.6401
1868,18.4377
1869,18.0229
1870,1.18882
1871,2.96151
1872,9.29487
1873,19.4385
1874,21.1421
1875,24.5902
1876,30.6478
1877,5.58217
1878,3.80925
1879,0
1880,25.2619
1881,9.59237
1882,4.46409
1883,0
1884,28.8674
1885,7.94569
1886,8.47254
1887,17.5183
1888,9.59274
1889,24.2463
1890,4.29206
1891,3.43685
1892,32.1378
1893,9.48126
1894,0
1895,5.88779
1896,3.79265
1897,25.4726
1898,36.0456
1899,18.2785
1900,3.00465
1901,11.8989
1902,0
1903,13.5827
1904,34.2127
1905,1.32877
1906,12.1779
1907,7.38188
1908,1.95139
1909,13.0427
1910,12.1259
1911,22.6991
1912,14.2672
1913,15.1101
1914,25.9031
1915,13.4197
1916,10.3791
1917,3.95558
1918,18.1879
1919,11.4342
1920,13.561
1921,12.3364
1922,12.4338
1923,5.48986
1924,10.6527
1925,3.42097
1926,13.1006
1927,6.08941
1928,33.2021
1929,3.86558
1930,0
1931,29.8422
1932,33.6218
1933,20.1546
1934,13.2493
1935,10.8169
1936,11.4973
1937,5.45516
1938,35.6512
1939,21.6829
1940,12.8384
1941,0
1942,21.2362
1943,20.8783
1944,0
1945,2.19193
1946,36.6214
1947,18.9432
1948,2.70902
1949,22.1251
1950,36.275
1951,0
1952,13.5559
1953,16.0324
1954,6.6527
1955,5.67606
1956,2.41753
1957,34.6968
1958,19.7534
1959,11.5825
1960,0
1961,12.2928
1962,0
1963,16.6401
1964,0
1965,18.6617
1966,15.337
1967,8.47055
1968,11.6922
1969,10.0127
1970,24.3733
1971,25.9777
1972,3.54548
1973,43.3303
1974,15.0704
1975,8.44626
1976,0
1977,11.4642
1978,8.5342
1979,13.6984
1980,11.6452
1981,2.05466
1982,16.5994
1983,4.61702
1984,8.00065
1985,13.8925
1986,3.53014
1987,15.5848
1988,0
1989,7.92645
